Código IBGE,,Município,UF,Mortalidade Infantil até 5 Anos,posição estadual
3151008,315100,Piranguinho (MG),MG,"14,5928473",
5218003,521800,Porangatu (GO),GO,"14,5927035",
3304706,330470,Santo Antônio de Pádua (RJ),RJ,"14,5908153",46
3144300,314430,Nanuque (MG),MG,"14,5903507",
2210409,221040,São Miguel do Tapuio (PI),PI,"14,5882983",
2104503,210450,Governador Archer (MA),MA,"14,5882010",
5221007,522100,Taquaral de Goiás (GO),GO,"14,5869518",
2607901,260790,Jaboatão dos Guararapes (PE),PE,"14,5861557",
2303709,230370,Caucaia (CE),CE,"14,5837765",
3544707,354470,Sagres (SP),SP,"14,5833333",405
2307254,230725,Jijoca de Jericoacoara (CE),CE,"14,5792562",
2105302,210530,Imperatriz (MA),MA,"14,5792085",
2704302,270430,Maceió (AL),AL,"14,5773716",
3542602,354260,Registro (SP),SP,"14,5762535",404
2509602,250960,Monte Horebe (PB),PB,"14,5744578",
4101606,410160,Arapoti (PR),PR,"14,5727168",
2407203,240720,Macau (RN),RN,"14,5649577",
2604809,260480,Cortês (PE),PE,"14,5649196",
2902807,290280,Barra da Estiva (BA),BA,"14,5604224",
3514007,351400,Dobrada (SP),SP,"14,5602853",403
4121802,412180,Ribeirão Claro (PR),PR,"14,5592686",
2406106,240610,Jucurutu (RN),RN,"14,5587413",
3508702,350870,Caconde (SP),SP,"14,5569768",402
2414407,241440,Touros (RN),RN,"14,5545813",
3554409,355440,Terra Roxa (SP),SP,"14,5478640",401
2413359,241335,Serra do Mel (RN),RN,"14,5437526",
5104559,510455,Itaúba (MT),MT,"14,5426629",
3102852,310285,Angelândia (MG),MG,"14,5411606",
3113701,311370,Carlos Chagas (MG),MG,"14,5403368",
2404408,240440,Grossos (RN),RN,"14,5393402",
3139904,313990,Maria da Fé (MG),MG,"14,5348176",
2107357,210735,Nova Olinda do Maranhão (MA),MA,"14,5320872",
3515707,351570,Ferraz de Vasconcelos (SP),SP,"14,5319640",400
2501203,250120,Areial (PB),PB,"14,5317908",
4309050,430905,Glorinha (RS),RS,"14,5313426",
2701357,270135,Campestre (AL),AL,"14,5274571",
5105580,510558,Marcelândia (MT),MT,"14,5256767",
2205359,220535,João Costa (PI),PI,"14,5202020",
4301750,430175,Barão do Triunfo (RS),RS,"14,5173454",
2608107,260810,João Alfredo (PE),PE,"14,5160612",
1702000,170200,Araguaçu (TO),TO,"14,5142737",
2100808,210080,Anapurus (MA),MA,"14,5130117",
3204955,320495,São Roque do Canaã (ES),ES,"14,5063894",52
3138609,313860,Lima Duarte (MG),MG,"14,5062194",
2101905,210190,Bequimão (MA),MA,"14,5023918",
4308003,430800,Faxinal do Soturno (RS),RS,"14,4978293",
2903201,290320,Barreiras (BA),BA,"14,4962263",
1502400,150240,Castanhal (PA),PA,"14,4942942",
4122503,412250,Roncador (PR),PR,"14,4933079",
3533304,353330,Nova Luzitânia (SP),SP,"14,4927536",399
4308656,430865,Garruchos (RS),RS,"14,4927536",
4313334,431333,Nova Ramada (RS),RS,"14,4927536",
2509701,250970,Monteiro (PB),PB,"14,4861848",
4119954,411995,Pontal do Paraná (PR),PR,"14,4850093",
3505609,350560,Barrinha (SP),SP,"14,4845720",398
2614709,261470,Tacaimbó (PE),PE,"14,4829615",
2616506,261650,Xexéu (PE),PE,"14,4771847",
2306504,230650,Itapiúna (CE),CE,"14,4726038",
4106852,410685,Cruzmaltina (PR),PR,"14,4724556",
2902203,290220,Aramari (BA),BA,"14,4707443",
4209409,420940,Laguna (SC),SC,"14,4702517",
2611507,261150,Quipapá (PE),PE,"14,4690155",
2913408,291340,Igaporã (BA),BA,"14,4672581",
2929750,292975,Saubara (BA),BA,"14,4656237",
3507001,350700,Boituva (SP),SP,"14,4604445",397
1508035,150803,Tracuateua (PA),PA,"14,4602501",
2308401,230840,Missão Velha (CE),CE,"14,4594767",
2610707,261070,Paulista (PE),PE,"14,4594692",
3524600,352460,Jacupiranga (SP),SP,"14,4569844",396
3140704,314070,Mateus Leme (MG),MG,"14,4565486",
5203104,520310,Baliza (GO),GO,"14,4516129",
3109303,310930,Buritis (MG),MG,"14,4488815",
3303104,330310,Natividade (RJ),RJ,"14,4480560",45
3154457,315445,Riachinho (MG),MG,"14,4448347",
3522208,352220,Itapecerica da Serra (SP),SP,"14,4437395",395
2806503,280650,Santa Rosa de Lima (SE),SE,"14,4428472",
3550506,355050,São Pedro do Turvo (SP),SP,"14,4415069",394
2301950,230195,Barreira (CE),CE,"14,4373151",
4301909,430190,Barra do Ribeiro (RS),RS,"14,4330180",
2408300,240830,Nova Cruz (RN),RN,"14,4307641",
4322400,432240,Uruguaiana (RS),RS,"14,4300755",
2207702,220770,Parnaíba (PI),PI,"14,4230071",
3118908,311890,Cordisburgo (MG),MG,"14,4219630",
2304202,230420,Crato (CE),CE,"14,4171876",
1702406,170240,Arraias (TO),TO,"14,4157724",
2613404,261340,São José da Coroa Grande (PE),PE,"14,4153939",
2302206,230220,Beberibe (CE),CE,"14,4134933",
3160306,316030,Santo Antônio do Jacinto (MG),MG,"14,4068070",
2301307,230130,Araripe (CE),CE,"14,3942110",
4117404,411740,Ourizona (PR),PR,"14,3914474",
3165503,316550,Sardoá (MG),MG,"14,3900109",
3510609,351060,Carapicuíba (SP),SP,"14,3893402",393
3522703,352270,Itápolis (SP),SP,"14,3850080",392
2906873,290687,Capim Grosso (BA),BA,"14,3753641",
2933307,293330,Vitória da Conquista (BA),BA,"14,3733529",
4217105,421710,São Martinho (SC),SC,"14,3613001",
3305000,330500,São João da Barra (RJ),RJ,"14,3592494",44
5100508,510050,Alto Paraguai (MT),MT,"14,3579877",
2403400,240340,Equador (RN),RN,"14,3547274",
2306553,230655,Itarema (CE),CE,"14,3544079",
3165008,316500,São Tiago (MG),MG,"14,3540670",
4212650,421265,Pescaria Brava (SC),SC,"14,3536115",
3553955,355395,Tarumã (SP),SP,"14,3484357",391
3300258,330025,Arraial do Cabo (RJ),RJ,"14,3478626",43
3534401,353440,Osasco (SP),SP,"14,3445466",390
1504752,150475,Mojuí dos Campos (PA),PA,"14,3434604",
2608909,260890,Limoeiro (PE),PE,"14,3413016",
3541000,354100,Praia Grande (SP),SP,"14,3384864",389
3159357,315935,Santa Rita de Minas (MG),MG,"14,3355919",
3300100,330010,Angra dos Reis (RJ),RJ,"14,3302734",42
5108055,510805,Terra Nova do Norte (MT),MT,"14,3296750",
2611705,261170,Riacho das Almas (PE),PE,"14,3230282",
2503209,250320,Cabedelo (PB),PB,"14,3224946",
3541604,354160,Promissão (SP),SP,"14,3121106",388
4100707,410070,Alto Piquiri (PR),PR,"14,3102856",
5003702,500370,Dourados (MS),MS,"14,3021728",
2311405,231140,Quixeramobim (CE),CE,"14,3004443",
5204508,520450,Caldas Novas (GO),GO,"14,2992832",
2310803,231080,Pereiro (CE),CE,"14,2978845",
4322152,432215,Tunas (RS),RS,"14,2973856",
2915106,291510,Itagi (BA),BA,"14,2965299",
3304557,330455,Rio de Janeiro (RJ),RJ,"14,2880365",41
2508554,250855,Logradouro (PB),PB,"14,2857143",
3154705,315470,Ribeirão Vermelho (MG),MG,"14,2857143",
3167509,316750,Simão Pereira (MG),MG,"14,2857143",
3505807,350580,Bastos (SP),SP,"14,2825246",387
2401008,240100,Apodi (RN),RN,"14,2777583",
2908606,290860,Conde (BA),BA,"14,2754811",
3513504,351350,Cubatão (SP),SP,"14,2711882",386
3159001,315900,Santana do Riacho (MG),MG,"14,2624357",
3509403,350940,Cajuru (SP),SP,"14,2555739",385
5103502,510350,Diamantino (MT),MT,"14,2503943",
3552007,355200,Silveiras (SP),SP,"14,2497040",384
5218508,521850,Quirinópolis (GO),GO,"14,2476920",
1709302,170930,Guaraí (TO),TO,"14,2389817",
3163409,316340,São José do Goiabal (MG),MG,"14,2363397",
3155702,315570,Rio Piracicaba (MG),MG,"14,2359954",
3524501,352450,Jaci (SP),SP,"14,2350557",383
4300604,430060,Alvorada (RS),RS,"14,2321419",
4107751,410775,Figueira (PR),PR,"14,2221058",
4300646,430064,Ametista do Sul (RS),RS,"14,2191500",
5105903,510590,Nobres (MT),MT,"14,2179455",
3136702,313670,Juiz de Fora (MG),MG,"14,2137020",
3141801,314180,Minas Novas (MG),MG,"14,2130164",
2910305,291030,Elísio Medrado (BA),BA,"14,2051108",
3518800,351880,Guarulhos (SP),SP,"14,2004048",382
5214606,521460,Niquelândia (GO),GO,"14,1963193",
1504406,150440,Marapanim (PA),PA,"14,1946095",
5103403,510340,Cuiabá (MT),MT,"14,1941451",
4303301,430330,Caibaté (RS),RS,"14,1917293",
2919603,291960,Macajuba (BA),BA,"14,1908386",
3145372,314537,Novorizonte (MG),MG,"14,1908213",
3553807,355380,Taquarituba (SP),SP,"14,1895460",381
4104006,410400,Campina Grande do Sul (PR),PR,"14,1869344",
3115359,311535,Catas Altas (MG),MG,"14,1865687",
3512506,351250,Coroados (SP),SP,"14,1860667",380
3160207,316020,Santo Antônio do Itambé (MG),MG,"14,1843972",
4312757,431275,Nova Alvorada (RS),RS,"14,1843972",
3301876,330187,Iguaba Grande (RJ),RJ,"14,1809109",40
3300233,330023,Armação dos Búzios (RJ),RJ,"14,1784649",39
3112059,311205,Cantagalo (MG),MG,"14,1750842",
3110707,311070,Cambuquira (MG),MG,"14,1735076",
1200138,120013,Bujari (AC),AC,"14,1728617",
3512407,351240,Cordeirópolis (SP),SP,"14,1719112",379
4300208,430020,Ajuricaba (RS),RS,"14,1714397",
4127601,412760,Tijucas do Sul (PR),PR,"14,1703799",
3124104,312410,Esmeraldas (MG),MG,"14,1695932",
4213302,421330,Ponte Alta (SC),SC,"14,1615162",
2102150,210215,Brejo de Areia (MA),MA,"14,1580209",
2807105,280710,Simão Dias (SE),SE,"14,1529797",
2207009,220700,Oeiras (PI),PI,"14,1512589",
4216057,421605,São Cristóvão do Sul (SC),SC,"14,1502322",
3120805,312080,Cruzília (MG),MG,"14,1464746",
2600302,260030,Agrestina (PE),PE,"14,1461965",
1713304,171330,Miranorte (TO),TO,"14,1397580",
2604007,260400,Carpina (PE),PE,"14,1368449",
3131208,313120,Ipanema (MG),MG,"14,1352761",
2928604,292860,Santo Amaro (BA),BA,"14,1324886",
4318101,431810,São Francisco de Assis (RS),RS,"14,1314884",
2803203,280320,Itaporanga d'Ajuda (SE),SE,"14,1293069",
2513703,251370,Santa Rita (PB),PB,"14,1276260",
5100250,510025,Alta Floresta (MT),MT,"14,1257739",
4100103,410010,Abatiá (PR),PR,"14,1242938",
5207907,520790,Flores de Goiás (GO),GO,"14,1164905",
2408953,240895,Rio do Fogo (RN),RN,"14,1127199",
3542503,354250,Reginópolis (SP),SP,"14,1125541",378
3204708,320470,São Gabriel da Palha (ES),ES,"14,1093608",51
3114105,311410,Carmo de Minas (MG),MG,"14,1044605",
5107701,510770,Rosário Oeste (MT),MT,"14,1008698",
3522505,352250,Itapevi (SP),SP,"14,0998015",377
5105101,510510,Juara (MT),MT,"14,0990245",
4104709,410470,Carlópolis (PR),PR,"14,0933746",
5213103,521310,Mineiros (GO),GO,"14,0900561",
3125705,312570,Felixlândia (MG),MG,"14,0898675",
4211256,421125,Morro Grande (SC),SC,"14,0873016",
1721000,172100,Palmas (TO),TO,"14,0837220",
3146107,314610,Ouro Preto (MG),MG,"14,0824099",
3151206,315120,Pirapora (MG),MG,"14,0822304",
2111763,211176,Senador La Rocque (MA),MA,"14,0768434",
2112902,211290,Vitória do Mearim (MA),MA,"14,0768189",
4313060,431306,Nova Hartz (RS),RS,"14,0753064",
4301636,430163,Balneário Pinhal (RS),RS,"14,0750117",
4109658,410965,Honório Serpa (PR),PR,"14,0738473",
2400703,240070,Alto do Rodrigues (RN),RN,"14,0701971",
2507200,250720,Itatuba (PB),PB,"14,0671278",
5205406,520540,Ceres (GO),GO,"14,0656249",
3523602,352360,Itirapina (SP),SP,"14,0642255",376
3539707,353970,Platina (SP),SP,"14,0625000",375
1718709,171870,Rio dos Bois (TO),TO,"14,0625000",
5107925,510792,Sorriso (MT),MT,"14,0606473",
5216304,521630,Paranaiguara (GO),GO,"14,0515341",
3166303,316630,Sericita (MG),MG,"14,0503904",
1505536,150553,Parauapebas (PA),PA,"14,0498209",
4305801,430580,Constantina (RS),RS,"14,0463940",
3106903,310690,Bicas (MG),MG,"14,0456025",
2201101,220110,Avelino Lopes (PI),PI,"14,0417042",
2605103,260510,Custódia (PE),PE,"14,0388958",
2112001,211200,Tasso Fragoso (MA),MA,"14,0348759",
2919157,291915,Lapão (BA),BA,"14,0330134",
2310704,231070,Pentecoste (CE),CE,"14,0308977",
3130705,313070,Indianópolis (MG),MG,"14,0306122",
3505203,350520,Bariri (SP),SP,"14,0301622",374
2613503,261350,São José do Belmonte (PE),PE,"14,0296578",
3160702,316070,Santos Dumont (MG),MG,"14,0291805",
3112307,311230,Capelinha (MG),MG,"14,0271380",
4322533,432253,Vale do Sol (RS),RS,"14,0265844",
2501401,250140,Baía da Traição (PB),PB,"14,0202890",
3138104,313810,Lassance (MG),MG,"14,0184546",
2100055,210005,Açailândia (MA),MA,"14,0180727",
2304269,230426,Deputado Irapuan Pinheiro (CE),CE,"14,0174578",
4302303,430230,Bom Jesus (RS),RS,"14,0143765",
4306502,430650,Dom Feliciano (RS),RS,"14,0123179",
3535705,353570,Paraíso (SP),SP,"14,0116801",373
2405108,240510,Jandaíra (RN),RN,"14,0105947",
2906808,290680,Cansanção (BA),BA,"14,0098517",
2302107,230210,Baturité (CE),CE,"14,0097305",
3116803,311680,Coluna (MG),MG,"14,0086469",
2911709,291170,Guanambi (BA),BA,"14,0079054",
3170651,317065,Vargem Grande do Rio Pardo (MG),MG,"14,0073057",
2513604,251360,Santana dos Garrotes (PB),PB,"14,0031336",
5204409,520440,Caiapônia (GO),GO,"13,9989869",
2515971,251597,Sobrado (PB),PB,"13,9960750",
4308904,430890,Getúlio Vargas (RS),RS,"13,9915605",
5106851,510685,Porto Estrela (MT),MT,"13,9860140",
5007307,500730,Rio Negro (MS),MS,"13,9852251",
2202091,220209,Caldeirão Grande do Piauí (PI),PI,"13,9836064",
3105400,310540,Barão de Cocais (MG),MG,"13,9833565",
2411205,241120,Santa Cruz (RN),RN,"13,9804453",
4301503,430150,Augusto Pestana (RS),RS,"13,9788634",
2313609,231360,Ubajara (CE),CE,"13,9787871",
3300407,330040,Barra Mansa (RJ),RJ,"13,9764761",38
5222005,522200,Vianópolis (GO),GO,"13,9761136",
2112605,211260,Urbano Santos (MA),MA,"13,9753218",
3200706,320070,Atílio Vivácqua (ES),ES,"13,9745895",50
2702009,270200,Coité do Nóia (AL),AL,"13,9729483",
3305307,330530,São Sebastião do Alto (RJ),RJ,"13,9711667",37
2103703,210370,Cururupu (MA),MA,"13,9703381",
2412005,241200,São Gonçalo do Amarante (RN),RN,"13,9653751",
2915205,291520,Itagibá (BA),BA,"13,9644887",
4104451,410445,Cantagalo (PR),PR,"13,9621890",
3130507,313050,Ilicínea (MG),MG,"13,9601084",
2304806,230480,Granjeiro (CE),CE,"13,9590367",
3538204,353820,Pinhalzinho (SP),SP,"13,9573272",372
2708600,270860,São Miguel dos Campos (AL),AL,"13,9561360",
2409902,240990,Pendências (RN),RN,"13,9549818",
2904209,290420,Botuporã (BA),BA,"13,9512452",
4321006,432100,Tapera (RS),RS,"13,9488177",
4321709,432170,Três Coroas (RS),RS,"13,9459207",
2609006,260900,Macaparana (PE),PE,"13,9453786",
3127008,312700,Fronteira (MG),MG,"13,9421208",
4303509,430350,Camaquã (RS),RS,"13,9421100",
2209872,220987,São João da Fronteira (PI),PI,"13,9377934",
2205151,220515,Jacobina do Piauí (PI),PI,"13,9353400",
2611804,261180,Ribeirão (PE),PE,"13,9344680",
5205497,520549,Cidade Ocidental (GO),GO,"13,9337903",
3300605,330060,Bom Jesus do Itabapoana (RJ),RJ,"13,9273844",36
5103056,510305,Cláudia (MT),MT,"13,9273335",
1703883,170388,Carmolândia (TO),TO,"13,9247775",
3144508,314450,Nazareno (MG),MG,"13,9240591",
3144102,314410,Muzambinho (MG),MG,"13,9235179",
3541901,354190,Queluz (SP),SP,"13,9208909",371
3127370,312737,Goiabeira (MG),MG,"13,9204757",
4318309,431830,São Gabriel (RS),RS,"13,9192439",
3113909,311390,Carmo da Cachoeira (MG),MG,"13,9165202",
3515129,351512,Emilianópolis (SP),SP,"13,9100610",370
3556800,355680,Viradouro (SP),SP,"13,9087202",369
2305902,230590,Ipueiras (CE),CE,"13,9060570",
3145604,314560,Oliveira (MG),MG,"13,9050907",
3520400,352040,Ilhabela (SP),SP,"13,9031892",368
4207205,420720,Imaruí (SC),SC,"13,9026316",
2201705,220170,Bertolínia (PI),PI,"13,9008480",
1711803,171180,Juarina (TO),TO,"13,8996139",
5205513,520551,Cocalzinho de Goiás (GO),GO,"13,8972415",
3516309,351630,Francisco Morato (SP),SP,"13,8951286",367
3124005,312400,Ervália (MG),MG,"13,8939623",
2208007,220800,Picos (PI),PI,"13,8929838",
3107406,310740,Bom Despacho (MG),MG,"13,8901955",
2607950,260795,Jaqueira (PE),PE,"13,8895169",
3532843,353284,Nova Canaã Paulista (SP),SP,"13,8888889",365
3554656,355465,Torre de Pedra (SP),SP,"13,8888889",366
1721307,172130,Tupiratins (TO),TO,"13,8888889",
3119609,311960,Coronel Pacheco (MG),MG,"13,8888889",
3132800,313280,Itambé do Mato Dentro (MG),MG,"13,8888889",
3167301,316730,Silveirânia (MG),MG,"13,8888889",
4214102,421410,Presidente Nereu (SC),SC,"13,8888889",
4215604,421560,Santa Rosa de Lima (SC),SC,"13,8888889",
4310306,431030,Ilópolis (RS),RS,"13,8888889",
4311270,431127,Lagoa dos Três Cantos (RS),RS,"13,8888889",
4312385,431238,Monte Belo do Sul (RS),RS,"13,8888889",
4312955,431295,Nova Boa Vista (RS),RS,"13,8888889",
4315750,431575,Riozinho (RS),RS,"13,8888889",
5200159,520015,Adelândia (GO),GO,"13,8888889",
5205703,520570,Córrego do Ouro (GO),GO,"13,8888889",
5213905,521390,Mossâmedes (GO),GO,"13,8888889",
4209904,420990,Lontras (SC),SC,"13,8862954",
2506301,250630,Guarabira (PB),PB,"13,8843497",
2613800,261380,São Vicente Férrer (PE),PE,"13,8827351",
4211108,421110,Monte Castelo (SC),SC,"13,8808277",
4123808,412380,Santa Izabel do Oeste (PR),PR,"13,8777405",
3545100,354510,Salmourão (SP),SP,"13,8732527",364
5103452,510345,Denise (MT),MT,"13,8717623",
3545209,354520,Salto (SP),SP,"13,8667725",363
2309102,230910,Mulungu (CE),CE,"13,8665221",
5205109,520510,Catalão (GO),GO,"13,8633467",
3200136,320013,Águia Branca (ES),ES,"13,8629833",49
5220603,522060,Silvânia (GO),GO,"13,8629753",
2924504,292450,Pindaí (BA),BA,"13,8617577",
2310852,231085,Pindoretama (CE),CE,"13,8599513",
2703106,270310,Igaci (AL),AL,"13,8586443",
3556404,355640,Vargem Grande do Sul (SP),SP,"13,8575841",362
2106102,210610,Loreto (MA),MA,"13,8557598",
3134400,313440,Iturama (MG),MG,"13,8510450",
4119509,411950,Piraquara (PR),PR,"13,8494620",
4101408,410140,Apucarana (PR),PR,"13,8467542",
3111705,311170,Canaã (MG),MG,"13,8380138",
3502200,350220,Angatuba (SP),SP,"13,8372521",361
3203163,320316,Laranja da Terra (ES),ES,"13,8297790",48
4127882,412788,Tunas do Paraná (PR),PR,"13,8276895",
3512308,351230,Conchas (SP),SP,"13,8273603",360
3129806,312980,Ibirité (MG),MG,"13,8237212",
5210802,521080,Itajá (GO),GO,"13,8226045",
4321600,432160,Tramandaí (RS),RS,"13,8168309",
3521408,352140,Iracemápolis (SP),SP,"13,8168260",359
3153400,315340,Presidente Olegário (MG),MG,"13,8160152",
4117503,411750,Paiçandu (PR),PR,"13,8056266",
3547601,354760,Santa Rosa de Viterbo (SP),SP,"13,8015410",358
5208905,520890,Goiás (GO),GO,"13,8000656",
4126355,412635,Serranópolis do Iguaçu (PR),PR,"13,7957555",
2303956,230395,Chorozinho (CE),CE,"13,7954575",
2606606,260660,Ibimirim (PE),PE,"13,7945983",
3538808,353880,Piraju (SP),SP,"13,7944188",357
2924900,292490,Planaltino (BA),BA,"13,7915480",
2406700,240670,Lajes (RN),RN,"13,7831038",
3526704,352670,Leme (SP),SP,"13,7784558",356
2605004,260500,Cupira (PE),PE,"13,7774934",
4311254,431125,Lagoão (RS),RS,"13,7748586",
3530607,353060,Mogi das Cruzes (SP),SP,"13,7740238",355
5213087,521308,Minaçu (GO),GO,"13,7733831",
2604403,260440,Chã de Alegria (PE),PE,"13,7728473",
1600550,160055,Pracuúba (AP),AP,"13,7685085",
3151701,315170,Poço Fundo (MG),MG,"13,7680706",
3519709,351970,Ibiúna (SP),SP,"13,7661850",354
3548203,354820,Santo Antônio do Pinhal (SP),SP,"13,7651185",353
2209351,220935,Santana do Piauí (PI),PI,"13,7648810",
3205002,320500,Serra (ES),ES,"13,7648486",47
4118808,411880,Peabiru (PR),PR,"13,7640533",
2304657,230465,Graça (CE),CE,"13,7635982",
2202752,220275,Colônia do Gurguéia (PI),PI,"13,7615084",
4310850,431085,Jaboticaba (RS),RS,"13,7608936",
2606002,260600,Garanhuns (PE),PE,"13,7603653",
4215109,421510,Rodeio (SC),SC,"13,7584130",
2108207,210820,Pedreiras (MA),MA,"13,7564916",
4212106,421210,Palmitos (SC),SC,"13,7549755",
4115507,411550,Marumbi (PR),PR,"13,7516886",
2408805,240880,Parazinho (RN),RN,"13,7481223",
3129004,312900,Guiricema (MG),MG,"13,7433805",
5204706,520470,Campinorte (GO),GO,"13,7409433",
3162906,316290,São João Nepomuceno (MG),MG,"13,7404947",
3304524,330452,Rio das Ostras (RJ),RJ,"13,7400002",35
2204352,220435,Geminiano (PI),PI,"13,7378603",
5207808,520780,Firminópolis (GO),GO,"13,7369427",
3546306,354630,Santa Cruz das Palmeiras (SP),SP,"13,7358486",352
4103305,410330,Borrazópolis (PR),PR,"13,7320716",
2113009,211300,Vitorino Freire (MA),MA,"13,7317645",
3534302,353430,Orlândia (SP),SP,"13,7314909",351
4318622,431862,São José dos Ausentes (RS),RS,"13,7313433",
3300308,330030,Barra do Piraí (RJ),RJ,"13,7298779",34
4126306,412630,Sengés (PR),PR,"13,7259466",
3114204,311420,Carmo do Cajuru (MG),MG,"13,7251362",
3553856,355385,Taquarivaí (SP),SP,"13,7247176",350
4315701,431570,Rio Pardo (RS),RS,"13,7238608",
5212501,521250,Luziânia (GO),GO,"13,7144842",
3204559,320455,Santa Maria de Jetibá (ES),ES,"13,7078961",46
2505709,250570,Dona Inês (PB),PB,"13,7063897",
3509254,350925,Cajati (SP),SP,"13,7054927",349
3202504,320250,Ibiraçu (ES),ES,"13,7018011",45
3151107,315110,Pirapetinga (MG),MG,"13,7002985",
2906709,290670,Cândido Sales (BA),BA,"13,6934454",
4214151,421415,Princesa (SC),SC,"13,6904762",
2500700,250070,São João do Rio do Peixe (PB),PB,"13,6900755",
3502101,350210,Andradina (SP),SP,"13,6849436",348
4105409,410540,Chopinzinho (PR),PR,"13,6818434",
3529005,352900,Marília (SP),SP,"13,6817329",347
2706448,270644,Paripueira (AL),AL,"13,6804088",
3112703,311270,Capitão Enéas (MG),MG,"13,6771202",
4321329,432132,Taquaruçu do Sul (RS),RS,"13,6733186",
4318705,431870,São Leopoldo (RS),RS,"13,6708751",
3540200,354020,Pontal (SP),SP,"13,6650044",346
3107505,310750,Bom Jardim de Minas (MG),MG,"13,6635169",
2307304,230730,Juazeiro do Norte (CE),CE,"13,6629585",
3556503,355650,Várzea Paulista (SP),SP,"13,6617711",345
3114907,311490,Casa Grande (MG),MG,"13,6574074",
4126801,412680,Tapejara (PR),PR,"13,6549551",
2917904,291790,Jandaíra (BA),BA,"13,6537272",
3140001,314000,Mariana (MG),MG,"13,6537262",
3106705,310670,Betim (MG),MG,"13,6474967",
3529401,352940,Mauá (SP),SP,"13,6472308",344
2913002,291300,Ibitiara (BA),BA,"13,6338906",
3302403,330240,Macaé (RJ),RJ,"13,6329425",33
2922409,292240,Mutuípe (BA),BA,"13,6327754",
3547700,354770,Santo Anastácio (SP),SP,"13,6321856",343
3137700,313770,Lajinha (MG),MG,"13,6313744",
2927200,292720,Ruy Barbosa (BA),BA,"13,6302281",
2615706,261570,Triunfo (PE),PE,"13,6284496",
2309607,230960,Pacajus (CE),CE,"13,6281716",
3128105,312810,Guapé (MG),MG,"13,6272159",
3302205,330220,Itaperuna (RJ),RJ,"13,6230376",32
1200450,120045,Senador Guiomard (AC),AC,"13,6222464",
5005202,500520,Ladário (MS),MS,"13,6218986",
4122651,412265,Rosário do Ivaí (PR),PR,"13,6214360",
2301604,230160,Assaré (CE),CE,"13,6187755",
5002605,500260,Camapuã (MS),MS,"13,6126150",
5208103,520810,Formoso (GO),GO,"13,6080302",
1303957,130395,São Sebastião do Uatumã (AM),AM,"13,6078431",
1707553,170755,Fátima (TO),TO,"13,6054422",
4203303,420330,Campo Alegre (SC),SC,"13,5996705",
2104107,210410,Fortaleza dos Nogueiras (MA),MA,"13,5986279",
2703908,270390,Jundiá (AL),AL,"13,5961222",
3525003,352500,Jandira (SP),SP,"13,5910182",342
2514909,251490,São Mamede (PB),PB,"13,5857552",
3203403,320340,Mimoso do Sul (ES),ES,"13,5797926",44
3165404,316540,Sapucaí-Mirim (MG),MG,"13,5750335",
2918209,291820,Jiquiriçá (BA),BA,"13,5746249",
2913309,291330,Ichu (BA),BA,"13,5714286",
4217402,421740,Schroeder (SC),SC,"13,5660835",
2607604,260760,Ilha de Itamaracá (PE),PE,"13,5660360",
3525201,352520,Jarinu (SP),SP,"13,5656895",341
3201209,320120,Cachoeiro de Itapemirim (ES),ES,"13,5621502",43
2611002,261100,Petrolândia (PE),PE,"13,5591441",
1703305,170330,Bom Jesus do Tocantins (TO),TO,"13,5571939",
1714302,171430,Nazaré (TO),TO,"13,5567684",
3203502,320350,Montanha (ES),ES,"13,5552047",42
3542305,354230,Redenção da Serra (SP),SP,"13,5535536",340
2909802,290980,Cruz das Almas (BA),BA,"13,5484377",
2906600,290660,Candiba (BA),BA,"13,5465542",
4206306,420630,Guabiruba (SC),SC,"13,5453747",
3114006,311400,Carmo da Mata (MG),MG,"13,5429692",
3540754,354075,Potim (SP),SP,"13,5426945",339
3513801,351380,Diadema (SP),SP,"13,5404760",338
2412203,241220,São José de Mipibu (RN),RN,"13,5376784",
2501005,250100,Araruna (PB),PB,"13,5368023",
4118907,411890,Pérola (PR),PR,"13,5360175",
2204550,220455,Guaribas (PI),PI,"13,5323535",
2925006,292500,Planalto (BA),BA,"13,5295483",
2309003,230900,Mucambo (CE),CE,"13,5274325",
2517001,251700,Umbuzeiro (PB),PB,"13,5267621",
3303005,330300,Miracema (RJ),RJ,"13,5234784",31
2500601,250060,Alhandra (PB),PB,"13,5216507",
5008305,500830,Três Lagoas (MS),MS,"13,5199885",
3516853,351685,Gavião Peixoto (SP),SP,"13,5158702",337
3306305,330630,Volta Redonda (RJ),RJ,"13,5150266",30
3152709,315270,Prados (MG),MG,"13,5148034",
2402600,240260,Ceará-Mirim (RN),RN,"13,5139859",
3204104,320410,Pinheiros (ES),ES,"13,5081377",41
3147907,314790,Passos (MG),MG,"13,5070796",
2306108,230610,Irauçuba (CE),CE,"13,5055596",
3149309,314930,Pedro Leopoldo (MG),MG,"13,5055020",
2302602,230260,Camocim (CE),CE,"13,5045881",
5200258,520025,Águas Lindas de Goiás (GO),GO,"13,4972185",
2203305,220330,Demerval Lobão (PI),PI,"13,4831805",
4321956,432195,Trindade do Sul (RS),RS,"13,4785913",
3165578,316557,Senador Amaral (MG),MG,"13,4784518",
3527306,352730,Louveira (SP),SP,"13,4781613",336
4108601,410860,Goioerê (PR),PR,"13,4653949",
