co_municipio,,no_municipio,uf,ano,rede,saeb_matematica,saeb_lingua_portuguesa,saeb_padronizado,ideb,posição estadual,ideb_meta,etapa
2907301,290730,Castro Alves,BA,2023,Municipal,238.43,244.74,4.7195,4.5,,,Anos Finais
2907806,290780,Cícero Dantas,BA,2023,Municipal,234.98,237.41,4.539833,4.5,,,Anos Finais
2908507,290850,Conceição do Jacuípe,BA,2023,Municipal,233.61,239.79,4.556667,4.5,,,Anos Finais
2909703,290970,Cristópolis,BA,2023,Municipal,250.91,247.42,4.972167,4.5,,,Anos Finais
2911303,291130,Gentio do Ouro,BA,2023,Municipal,245.16,245.9,4851,4.5,,,Anos Finais
2916906,291690,Itiruçu,BA,2023,Municipal,239.19,244.73,4732,4.5,,,Anos Finais
2918902,291890,Lajedão,BA,2023,Municipal,245.75,256.11,5031,4.5,,,Anos Finais
2919603,291960,Macajuba,BA,2023,Municipal,246.05,247.07,4.885333,4.5,,,Anos Finais
2920502,292050,Maracás,BA,2023,Municipal,238.81,244.87,4728,4.5,,,Anos Finais
2924009,292400,Paulo Afonso,BA,2023,Municipal,250.46,254.23,5.078167,4.5,,,Anos Finais
2924900,292490,Planaltino,BA,2023,Municipal,241.86,240.66,4.708667,4.5,,,Anos Finais
2926509,292650,Ribeira do Amparo,BA,2023,Municipal,251.94,259.47,5.190167,4.5,,,Anos Finais
2930303,293030,Serra Dourada,BA,2023,Municipal,236.22,244.65,4.681167,4.5,,,Anos Finais
2931608,293160,Teolândia,BA,2023,Municipal,238.7,247.63,4.772167,4.5,,,Anos Finais
3104809,310480,Augusto de Lima,MG,2023,Municipal,252.04,252.58,5077,4.5,,,Anos Finais
3107208,310720,Bocaina de Minas,MG,2023,Municipal,269.88,284.6,5908,4.5,,,Anos Finais
3107802,310780,Bom Jesus do Galho,MG,2023,Municipal,241.43,245.13,4776,4.5,,,Anos Finais
3110202,311020,Cajuri,MG,2023,Municipal,253.34,259.48,5.213667,4.5,,,Anos Finais
3118007,311800,Congonhas,MG,2023,Municipal,254.74,257.61,5.205833,4.5,,,Anos Finais
3121258,312125,Delta,MG,2023,Municipal,250.21,251.71,5032,4.5,,,Anos Finais
3122470,312247,Dom Bosco,MG,2023,Municipal,237.1,237.72,4.580333,4.5,,,Anos Finais
3131406,313140,Ipiaçu,MG,2023,Municipal,230.58,244.06,4.577333,4.5,,,Anos Finais
3132107,313210,Itacarambi,MG,2023,Municipal,245.95,246.89,4.880667,4.5,,,Anos Finais
3133600,313360,Itapeva,MG,2023,Municipal,251.64,246.34,4.966333,4.5,,,Anos Finais
3135100,313510,Janaúba,MG,2023,Municipal,248.38,236.92,4755,4.5,,,Anos Finais
3135357,313535,Japonvar,MG,2023,Municipal,235.75,238.93,4578,4.5,,,Anos Finais
3137700,313770,Lajinha,MG,2023,Municipal,252.98,248.84,5.030333,4.5,,,Anos Finais
3140555,314055,Mata Verde,MG,2023,Municipal,262.26,260.38,5.377333,4.5,,,Anos Finais
3140704,314070,Mateus Leme,MG,2023,Municipal,247.95,249.46,4.956833,4.5,,,Anos Finais
3152105,315210,Ponte Nova,MG,2023,Municipal,268.04,273.83,5.697833,4.5,,,Anos Finais
3152402,315240,Poté,MG,2023,Municipal,235.63,247.65,4.721333,4.5,,,Anos Finais
3154606,315460,Ribeirão das Neves,MG,2023,Municipal,232.32,235.86,4.469667,4.5,,,Anos Finais
3157401,315740,Santa Cruz do Escalvado,MG,2023,Municipal,242.21,236.92,4.652167,4.5,,,Anos Finais
3162559,316255,São João do Manhuaçu,MG,2023,Municipal,240.46,248.33,4.813167,4.5,,,Anos Finais
3168051,316805,Taparuba,MG,2023,Municipal,245.06,226.54,4.526667,4.5,,,Anos Finais
3169604,316960,Tupaciguara,MG,2023,Municipal,250.34,242.61,4.8825,4.5,,,Anos Finais
3170529,317052,Urucuia,MG,2023,Municipal,239.8,249.88,4828,4.5,,,Anos Finais
3171303,317130,Viçosa,MG,2023,Municipal,247.57,250.67,4.970667,4.5,,,Anos Finais
3200805,320080,Baixo Guandu,ES,2023,Municipal,240.33,246.62,4.7825,4.5,55,,Anos Finais
3205002,320500,Serra,ES,2023,Municipal,248.73,251.14,4.997833,4.5,56,,Anos Finais
3300100,330010,Angra dos Reis,RJ,2023,Municipal,239.56,250.28,4.830667,4.5,40,,Anos Finais
3303708,330370,Paraíba do Sul,RJ,2023,Municipal,247.71,253.99,5.028333,4.5,41,,Anos Finais
3305802,330580,Teresópolis,RJ,2023,Municipal,245.08,251.19,4.937833,4.5,42,,Anos Finais
3503158,350315,Arapeí,SP,2023,Municipal,235.05,255.01,4.834333,4.5,244,,Anos Finais
3507456,350745,Borebi,SP,2023,Municipal,242.84,252.71,4.925833,4.5,245,,Anos Finais
3509957,350995,Canas,SP,2023,Municipal,242.87,248.41,4.854667,4.5,246,,Anos Finais
3532827,353282,Nova Campina,SP,2023,Municipal,235.04,241.24,4.604667,4.5,247,,Anos Finais
3546009,354600,Santa Branca,SP,2023,Municipal,245.29,245.69,4.849667,4.5,248,,Anos Finais
3549706,354970,São José do Rio Pardo,SP,2023,Municipal,256.04,256.33,5.206167,4.5,249,,Anos Finais
3549805,354980,São José do Rio Preto,SP,2023,Municipal,242.54,247.13,4.827833,4.5,250,,Anos Finais
4202305,420230,Biguaçu,SC,2023,Municipal,253.22,259.74,5216,4.5,,,Anos Finais
4202800,420280,Braço do Norte,SC,2023,Municipal,254.79,258.97,5.229333,4.5,,,Anos Finais
4207205,420720,Imaruí,SC,2023,Municipal,248.68,248.37,4.950833,4.5,,,Anos Finais
4209151,420915,José Boiteux,SC,2023,Municipal,240.29,243.34,4.727167,4.5,,,Anos Finais
4211058,421105,Monte Carlo,SC,2023,Municipal,248.15,256.4,5.075833,4.5,,,Anos Finais
4216206,421620,São Francisco do Sul,SC,2023,Municipal,242.54,245.94,4808,4.5,,,Anos Finais
4300406,430040,Alegrete,RS,2023,Municipal,243.03,249.4,4.873833,4.5,,,Anos Finais
4301602,430160,Bagé,RS,2023,Municipal,252.66,257.89,5.175833,4.5,,,Anos Finais
4302808,430280,Caçapava do Sul,RS,2023,Municipal,254.19,259.99,5.236333,4.5,,,Anos Finais
4303103,430310,Cachoeirinha,RS,2023,Municipal,247.97,257.1,5.0845,4.5,,,Anos Finais
4304614,430461,Canudos do Vale,RS,2023,Municipal,256.63,249.36,5.099833,4.5,,,Anos Finais
4310413,431041,Inhacorá,RS,2023,Municipal,245.45,256.93,5.039667,4.5,,,Anos Finais
4312377,431237,Monte Alegre dos Campos,RS,2023,Municipal,266.74,248.64,5.256333,4.5,,,Anos Finais
4317509,431750,Santo Ângelo,RS,2023,Municipal,260.58,270.65,5.5205,4.5,,,Anos Finais
4318705,431870,São Leopoldo,RS,2023,Municipal,252.66,258.18,5.180667,4.5,,,Anos Finais
4319737,431973,São Valério do Sul,RS,2023,Municipal,261.38,272.6,5.566333,4.5,,,Anos Finais
4321105,432110,Tapes,RS,2023,Municipal,253.98,267.67,5.360833,4.5,,,Anos Finais
4321436,432143,Terra de Areia,RS,2023,Municipal,266.45,269.11,5.592667,4.5,,,Anos Finais
4322202,432220,Tupanciretã,RS,2023,Municipal,256.89,256.59,5.224667,4.5,,,Anos Finais
4322400,432240,Uruguaiana,RS,2023,Municipal,239.1,247.67,4.7795,4.5,,,Anos Finais
4322509,432250,Vacaria,RS,2023,Municipal,250.72,254.94,5.094333,4.5,,,Anos Finais
4323101,432310,Vicente Dutra,RS,2023,Municipal,239.36,244.5,4731,4.5,,,Anos Finais
5007208,500720,Rio Brilhante,MS,2023,Municipal,249.53,258.65,5.136333,4.5,,,Anos Finais
5007554,500755,Santa Rita do Pardo,MS,2023,Municipal,264.16,246.71,5.181167,4.5,,,Anos Finais
5103452,510345,Denise,MT,2023,Municipal,236.52,236.45,4.5495,4.5,,,Anos Finais
5104807,510480,Jaciara,MT,2023,Municipal,229.82,237.9,4462,4.5,,,Anos Finais
5106216,510621,Nova Canaã do Norte,MT,2023,Municipal,235.69,239.07,4.579333,4.5,,,Anos Finais
5106315,510631,Novo Santo Antônio,MT,2023,Municipal,236.89,250.2,4.784833,4.5,,,Anos Finais
5212808,521280,Mara Rosa,GO,2023,Municipal,230.04,237.99,4.467167,4.5,,,Anos Finais
5214838,521483,Nova Crixás,GO,2023,Municipal,237.13,243.6,4.678833,4.5,,,Anos Finais
1100023,110002,Ariquemes,RO,2023,Municipal,237.33,246.46,4.729833,4.4,,,Anos Finais
1200203,120020,Cruzeiro do Sul,AC,2023,Municipal,235.13,239.68,4.580167,4.4,,,Anos Finais
1303106,130310,Nova Olinda do Norte,AM,2023,Municipal,238.61,239.62,4.637167,4.4,,,Anos Finais
1304104,130410,Tapauá,AM,2023,Municipal,251.24,241.85,4.884833,4.4,,,Anos Finais
1500602,150060,Altamira,PA,2023,Municipal,244.19,250.45,4.910667,4.4,,,Anos Finais
1502152,150215,Canaã dos Carajás,PA,2023,Municipal,235.72,243.12,4.647333,4.4,,,Anos Finais
1504752,150475,Mojuí dos Campos,PA,2023,Municipal,236.51,239.81,4.605333,4.4,,,Anos Finais
1505437,150543,Ourilândia do Norte,PA,2023,Municipal,239.42,248.59,4.800167,4.4,,,Anos Finais
1505601,150560,Peixe-Boi,PA,2023,Municipal,252.16,249.72,5.031333,4.4,,,Anos Finais
1505650,150565,Placas,PA,2023,Municipal,236.77,244.75,4692,4.4,,,Anos Finais
1505700,150570,Ponta de Pedras,PA,2023,Municipal,242.15,234.66,4.6135,4.4,,,Anos Finais
1506195,150619,Rurópolis,PA,2023,Municipal,245.25,252.83,4968,4.4,,,Anos Finais
1506203,150620,Salinópolis,PA,2023,Municipal,239.16,242.74,4.698333,4.4,,,Anos Finais
1507961,150796,Terra Alta,PA,2023,Municipal,228.44,251.17,4.660167,4.4,,,Anos Finais
1600535,160053,Porto Grande,AP,2023,Municipal,236.94,247.47,4.740167,4.4,,,Anos Finais
1703883,170388,Carmolândia,TO,2023,Municipal,238.81,262.55,5.022667,4.4,,,Anos Finais
1720002,172000,Santa Terezinha do Tocantins,TO,2023,Municipal,246.98,231.19,4.636167,4.4,,,Anos Finais
2101251,210125,Bacabeira,MA,2023,Municipal,239.73,243.16,4.714833,4.4,,,Anos Finais
2101608,210160,Barra do Corda,MA,2023,Municipal,239.5,248.3,4.796667,4.4,,,Anos Finais
2101707,210170,Barreirinhas,MA,2023,Municipal,233.45,241.0,4.574167,4.4,,,Anos Finais
2102705,210270,Cantanhede,MA,2023,Municipal,246.37,247.87,4904,4.4,,,Anos Finais
2104008,210400,Esperantinópolis,MA,2023,Municipal,233.68,244.74,4.640333,4.4,,,Anos Finais
2105351,210535,Itaipava do Grajaú,MA,2023,Municipal,237.38,236.36,4.562333,4.4,,,Anos Finais
2105989,210598,Lajeado Novo,MA,2023,Municipal,230.69,238.94,4.493833,4.4,,,Anos Finais
2109700,210970,Sambaíba,MA,2023,Municipal,231.85,238.57,4507,4.4,,,Anos Finais
2110039,211003,Santa Luzia do Paruá,MA,2023,Municipal,238.71,242.71,4.690333,4.4,,,Anos Finais
2111953,211195,Sucupira do Riachão,MA,2023,Municipal,240.57,234.39,4.582667,4.4,,,Anos Finais
2112308,211230,Tuntum,MA,2023,Municipal,234.39,243.43,4.630333,4.4,,,Anos Finais
2112407,211240,Turiaçu,MA,2023,Municipal,230.65,236.41,4451,4.4,,,Anos Finais
2201919,220191,Bom Princípio do Piauí,PI,2023,Municipal,231.98,240.11,4.534833,4.4,,,Anos Finais
2202307,220230,Canto do Buriti,PI,2023,Municipal,239.09,243.94,4.717167,4.4,,,Anos Finais
2202455,220245,Capitão Gervásio Oliveira,PI,2023,Municipal,229.16,240.64,4.496667,4.4,,,Anos Finais
2203800,220380,Flores do Piauí,PI,2023,Municipal,261.93,251.98,5.231833,4.4,,,Anos Finais
2204352,220435,Geminiano,PI,2023,Municipal,234.78,237.72,4.541667,4.4,,,Anos Finais
2205565,220556,Lagoa do Barro do Piauí,PI,2023,Municipal,239.27,249.18,4.8075,4.4,,,Anos Finais
2206704,220670,Nazaré do Piauí,PI,2023,Municipal,236.92,231.32,4.470667,4.4,,,Anos Finais
2206753,220675,Nossa Senhora de Nazaré,PI,2023,Municipal,230.67,231.28,4.365833,4.4,,,Anos Finais
2208007,220800,Picos,PI,2023,Municipal,239.25,242.78,4.7005,4.4,,,Anos Finais
2210102,221010,São José do Peixe,PI,2023,Municipal,231.57,236.08,4.460833,4.4,,,Anos Finais
2402402,240240,Carnaúba dos Dantas,RN,2023,Municipal,248.35,232.37,4.678667,4.4,,,Anos Finais
2403400,240340,Equador,RN,2023,Municipal,241.9,252.47,4.906167,4.4,,,Anos Finais
2413508,241350,Serrinha,RN,2023,Municipal,254.69,258.55,5.220667,4.4,,,Anos Finais
2413607,241360,Severiano Melo,RN,2023,Municipal,256.3,246.25,5.0425,4.4,,,Anos Finais
2501575,250157,Barra de Santana,PB,2023,Municipal,248.16,247.91,4.9345,4.4,,,Anos Finais
2502201,250220,Bom Jesus,PB,2023,Municipal,240.56,245.57,4.768833,4.4,,,Anos Finais
2502607,250260,Igaracy,PB,2023,Municipal,248.83,245.67,4.908333,4.4,,,Anos Finais
2503407,250340,Cacimba de Areia,PB,2023,Municipal,233.59,237.65,4.520667,4.4,,,Anos Finais
2504603,250460,Conde,PB,2023,Municipal,242.47,248.68,4.8525,4.4,,,Anos Finais
2506251,250625,Gado Bravo,PB,2023,Municipal,231.34,232.64,4.399667,4.4,,,Anos Finais
2506806,250680,Ingá,PB,2023,Municipal,232.05,241.56,4.560167,4.4,,,Anos Finais
2508554,250855,Logradouro,PB,2023,Municipal,255.29,247.98,5.0545,4.4,,,Anos Finais
2509339,250933,Matinhas,PB,2023,Municipal,249.23,243.09,4872,4.4,,,Anos Finais
2510006,251000,Nazarezinho,PB,2023,Municipal,236.06,236.79,4.5475,4.4,,,Anos Finais
2511004,251100,Pedra Branca,PB,2023,Municipal,247.32,257.36,5078,4.4,,,Anos Finais
2512036,251203,Poço Dantas,PB,2023,Municipal,257.43,258.27,5.261667,4.4,,,Anos Finais
2512721,251272,Pedro Régis,PB,2023,Municipal,251.86,268.64,5.341667,4.4,,,Anos Finais
2513968,251396,São Domingos,PB,2023,Municipal,269.7,268.28,5633,4.4,,,Anos Finais
2515104,251510,São Sebastião de Lagoa de Roça,PB,2023,Municipal,242.53,252.5,4.917167,4.4,,,Anos Finais
2515401,251540,São Vicente do Seridó,PB,2023,Municipal,261.56,245.72,5.121333,4.4,,,Anos Finais
2516607,251660,Tavares,PB,2023,Municipal,249.37,244.88,4.904167,4.4,,,Anos Finais
2600401,260040,Água Preta,PE,2023,Municipal,238.98,239.82,4.646667,4.4,,,Anos Finais
2601102,260110,Araripina,PE,2023,Municipal,235.16,240.38,4.592333,4.4,,,Anos Finais
2603405,260340,Calumbi,PE,2023,Municipal,230.81,236.17,4.449667,4.4,,,Anos Finais
2603504,260350,Camocim de São Félix,PE,2023,Municipal,237.92,236.03,4.565833,4.4,,,Anos Finais
2604403,260440,Chã de Alegria,PE,2023,Municipal,236.88,238.1,4583,4.4,,,Anos Finais
2607208,260720,Ipojuca,PE,2023,Municipal,235.58,235.91,4.524833,4.4,,,Anos Finais
2608008,260800,Jataúba,PE,2023,Municipal,244.74,240.3,4.750667,4.4,,,Anos Finais
2608453,260845,Lagoa do Carro,PE,2023,Municipal,234.26,238.08,4539,4.4,,,Anos Finais
2608800,260880,Lajedo,PE,2023,Municipal,252.02,252.73,5.079167,4.4,,,Anos Finais
2609006,260900,Macaparana,PE,2023,Municipal,239.12,243.76,4.714667,4.4,,,Anos Finais
2610004,261000,Palmares,PE,2023,Municipal,240.36,246.6,4.782667,4.4,,,Anos Finais
2613107,261310,São Caitano,PE,2023,Municipal,239.06,242.13,4.6865,4.4,,,Anos Finais
2614105,261410,Sertânia,PE,2023,Municipal,239.62,243.36,4.716333,4.4,,,Anos Finais
2615508,261550,Tracunhaém,PE,2023,Municipal,241.91,243.47,4.756333,4.4,,,Anos Finais
2616209,261620,Vertentes,PE,2023,Municipal,252.66,252.39,5.084167,4.4,,,Anos Finais
2700102,270010,Água Branca,AL,2023,Municipal,245.51,243.11,4.810333,4.4,,,Anos Finais
2703106,270310,Igaci,AL,2023,Municipal,233.07,236.18,4.4875,4.4,,,Anos Finais
2703908,270390,Jundiá,AL,2023,Municipal,238.27,232.19,4.507667,4.4,,,Anos Finais
2704401,270440,Major Isidoro,AL,2023,Municipal,236.9,229.77,4.4445,4.4,,,Anos Finais
2704500,270450,Maragogi,AL,2023,Municipal,235.02,239.11,4.568833,4.4,,,Anos Finais
2706505,270650,Passo de Camaragibe,AL,2023,Municipal,231.22,234.02,4.420667,4.4,,,Anos Finais
2706604,270660,Paulo Jacinto,AL,2023,Municipal,244.95,244.05,4.816667,4.4,,,Anos Finais
2706802,270680,Piaçabuçu,AL,2023,Municipal,235.04,236.85,4.5315,4.4,,,Anos Finais
2708709,270870,São Miguel dos Milagres,AL,2023,Municipal,233.47,235.25,4.478667,4.4,,,Anos Finais
2907400,290740,Catolândia,BA,2023,Municipal,237.46,240.07,4.6255,4.4,,,Anos Finais
2909505,290950,Cravolândia,BA,2023,Municipal,247.04,244.16,4.853333,4.4,,,Anos Finais
2910776,291077,Feira da Mata,BA,2023,Municipal,245.55,240.0,4.759167,4.4,,,Anos Finais
2910909,291090,Firmino Alves,BA,2023,Municipal,240.31,247.51,4797,4.4,,,Anos Finais
2911204,291120,Gandu,BA,2023,Municipal,233.76,245.12,4648,4.4,,,Anos Finais
2912400,291240,Ibipeba,BA,2023,Municipal,251.36,250.56,5032,4.4,,,Anos Finais
2914109,291410,Ipupiara,BA,2023,Municipal,264.78,258.48,5.387667,4.4,,,Anos Finais
2917359,291735,Jaborandi,BA,2023,Municipal,235.51,226.92,4.373833,4.4,,,Anos Finais
2921708,292170,Morro do Chapéu,BA,2023,Municipal,232.1,236.46,4476,4.4,,,Anos Finais
2922755,292275,Nova Ibiá,BA,2023,Municipal,236.75,241.79,4.642333,4.4,,,Anos Finais
2923605,292360,Paramirim,BA,2023,Municipal,245.3,248.04,4889,4.4,,,Anos Finais
2927309,292730,Salinas da Margarida,BA,2023,Municipal,261.39,261.14,5.3755,4.4,,,Anos Finais
2929602,292960,Sapeaçu,BA,2023,Municipal,243.91,239.0,4.715167,4.4,,,Anos Finais
3105608,310560,Barbacena,MG,2023,Municipal,246.87,246.09,4.882667,4.4,,,Anos Finais
3108602,310860,Brasília de Minas,MG,2023,Municipal,237.56,236.28,4564,4.4,,,Anos Finais
3109303,310930,Buritis,MG,2023,Municipal,234.49,239.34,4.563833,4.4,,,Anos Finais
3135001,313500,Jaguaraçu,MG,2023,Municipal,264.5,255.14,5.327333,4.4,,,Anos Finais
3137601,313760,Lagoa Santa,MG,2023,Municipal,254.3,256.61,5.181833,4.4,,,Anos Finais
3139508,313950,Manhumirim,MG,2023,Municipal,248.78,249.3,4968,4.4,,,Anos Finais
3145406,314540,Olaria,MG,2023,Municipal,272.22,254.4,5.443667,4.4,,,Anos Finais
3145851,314585,Oratórios,MG,2023,Municipal,255.08,263.09,5.302833,4.4,,,Anos Finais
3148707,314870,Pedra Azul,MG,2023,Municipal,229.99,234.66,4.410833,4.4,,,Anos Finais
3151404,315140,Pitangui,MG,2023,Municipal,250.48,253.11,5.059833,4.4,,,Anos Finais
3154309,315430,Resplendor,MG,2023,Municipal,246.04,256.44,5.041333,4.4,,,Anos Finais
3160454,316045,Santo Antônio do Retiro,MG,2023,Municipal,229.3,234.57,4.397833,4.4,,,Anos Finais
3161700,316170,São Gonçalo do Abaeté,MG,2023,Municipal,237.42,229.64,4451,4.4,,,Anos Finais
3162922,316292,São Joaquim de Bicas,MG,2023,Municipal,250.43,249.13,4.992667,4.4,,,Anos Finais
3171402,317140,Vieiras,MG,2023,Municipal,232.76,244.15,4.615167,4.4,,,Anos Finais
3201308,320130,Cariacica,ES,2023,Municipal,243.22,246.43,4.8275,4.4,57,,Anos Finais
3301207,330120,Carmo,RJ,2023,Municipal,272.76,273.25,5.766833,4.4,43,,Anos Finais
3301850,330185,Guapimirim,RJ,2023,Municipal,246.03,256.13,5036,4.4,44,,Anos Finais
3303203,330320,Nilópolis,RJ,2023,Municipal,233.75,243.84,4.6265,4.4,45,,Anos Finais
3305000,330500,São João da Barra,RJ,2023,Municipal,251.93,253.37,5.088333,4.4,46,,Anos Finais
3524105,352410,Ituverava,SP,2023,Municipal,253.45,254.42,5.131167,4.4,251,,Anos Finais
3556800,355680,Viradouro,SP,2023,Municipal,229.32,234.52,4.397333,4.4,252,,Anos Finais
4201406,420140,Araranguá,SC,2023,Municipal,245.9,251.47,4.956167,4.4,,,Anos Finais
4202438,420243,Bocaina do Sul,SC,2023,Municipal,256.57,265.43,5.366667,4.4,,,Anos Finais
4206702,420670,Herval d'Oeste,SC,2023,Municipal,254.99,249.94,5.082167,4.4,,,Anos Finais
4212254,421225,Passo de Torres,SC,2023,Municipal,256.22,275.97,5.5365,4.4,,,Anos Finais
4301107,430110,Arroio dos Ratos,RS,2023,Municipal,243.76,248.75,4.875167,4.4,,,Anos Finais
4304101,430410,Campos Borges,RS,2023,Municipal,223.2,241.26,4.407667,4.4,,,Anos Finais
4304200,430420,Candelária,RS,2023,Municipal,257.15,253.31,5.174333,4.4,,,Anos Finais
4304408,430440,Canela,RS,2023,Municipal,246.27,241.51,4.796333,4.4,,,Anos Finais
4304622,430462,Capão Bonito do Sul,RS,2023,Municipal,239.1,238.51,4.626833,4.4,,,Anos Finais
4304689,430468,Capela de Santana,RS,2023,Municipal,269.12,279.52,5.810667,4.4,,,Anos Finais
4307401,430740,Esmeralda,RS,2023,Municipal,242.32,245.56,4798,4.4,,,Anos Finais
4309209,430920,Gravataí,RS,2023,Municipal,248.48,257.02,5.091667,4.4,,,Anos Finais
4311734,431173,Mampituba,RS,2023,Municipal,257.78,246.84,5077,4.4,,,Anos Finais
4315909,431590,Rodeio Bonito,RS,2023,Municipal,242.67,250.0,4.877833,4.4,,,Anos Finais
4318002,431800,São Borja,RS,2023,Municipal,239.19,248.17,4.789333,4.4,,,Anos Finais
4323002,432300,Viamão,RS,2023,Municipal,243.6,252.87,4.941167,4.4,,,Anos Finais
5001102,500110,Aquidauana,MS,2023,Municipal,242.15,246.85,4.816667,4.4,,,Anos Finais
5006309,500630,Paranaíba,MS,2023,Municipal,239.26,244.58,4.730667,4.4,,,Anos Finais
5108402,510840,Várzea Grande,MT,2023,Municipal,232.67,239.13,4.53,4.4,,,Anos Finais
5208004,520800,Formosa,GO,2023,Municipal,240.12,250.29,4.840167,4.4,,,Anos Finais
5215603,521560,Padre Bernardo,GO,2023,Municipal,242.84,244.44,4788,4.4,,,Anos Finais
5218003,521800,Porangatu,GO,2023,Municipal,237.23,239.72,4.615833,4.4,,,Anos Finais
5219803,521980,São Domingos,GO,2023,Municipal,249.96,240.67,4.843833,4.4,,,Anos Finais
1302702,130270,Manicoré,AM,2023,Municipal,243.23,243.0,4.7705,4.3,,,Anos Finais
1303403,130340,Parintins,AM,2023,Municipal,240.69,243.25,4.732333,4.3,,,Anos Finais
1304005,130400,Silves,AM,2023,Municipal,230.99,236.88,4.4645,4.3,,,Anos Finais
1304062,130406,Tabatinga,AM,2023,Municipal,239.05,235.19,4.570667,4.3,,,Anos Finais
1501576,150157,Bom Jesus do Tocantins,PA,2023,Municipal,254.85,262.22,5.2845,4.3,,,Anos Finais
1502905,150290,Curuçá,PA,2023,Municipal,238.2,245.84,4734,4.3,,,Anos Finais
1502954,150295,Eldorado do Carajás,PA,2023,Municipal,235.16,242.01,4.6195,4.3,,,Anos Finais
1505007,150500,Nova Timboteua,PA,2023,Municipal,227.73,235.48,4.386833,4.3,,,Anos Finais
1505304,150530,Oriximiná,PA,2023,Municipal,240.54,249.49,4.833833,4.3,,,Anos Finais
1506161,150616,Rio Maria,PA,2023,Municipal,237.08,236.01,4.5515,4.3,,,Anos Finais
1506500,150650,Santa Izabel do Pará,PA,2023,Municipal,234.26,243.55,4.630167,4.3,,,Anos Finais
1720309,172030,São Sebastião do Tocantins,TO,2023,Municipal,233.3,226.89,4.3365,4.3,,,Anos Finais
2100709,210070,Anajatuba,MA,2023,Municipal,251.42,254.05,5.091167,4.3,,,Anos Finais
2102036,210203,Bom Jesus das Selvas,MA,2023,Municipal,231.73,231.56,4.388167,4.3,,,Anos Finais
2103604,210360,Coroatá,MA,2023,Municipal,231.71,235.25,4.449333,4.3,,,Anos Finais
2104552,210455,Governador Edison Lobão,MA,2023,Municipal,233.64,236.55,4.503167,4.3,,,Anos Finais
2104909,210490,Guimarães,MA,2023,Municipal,240.96,248.23,4.819833,4.3,,,Anos Finais
2105948,210594,Lago dos Rodrigues,MA,2023,Municipal,233.6,230.18,4.396333,4.3,,,Anos Finais
2107001,210700,Montes Altos,MA,2023,Municipal,237.95,247.82,4.762833,4.3,,,Anos Finais
2107357,210735,Nova Olinda do Maranhão,MA,2023,Municipal,234.61,239.29,4565,4.3,,,Anos Finais
2107902,210790,Passagem Franca,MA,2023,Municipal,244.85,245.9,4.845833,4.3,,,Anos Finais
2108306,210830,Penalva,MA,2023,Municipal,244.55,246.33,4848,4.3,,,Anos Finais
2108603,210860,Pinheiro,MA,2023,Municipal,232.36,244.07,4.607167,4.3,,,Anos Finais
2109270,210927,Presidente Sarney,MA,2023,Municipal,226.89,234.15,4.350667,4.3,,,Anos Finais
2109809,210980,Santa Helena,MA,2023,Municipal,234.58,246.81,4.689833,4.3,,,Anos Finais
2110203,211020,Santa Rita,MA,2023,Municipal,229.71,237.21,4.448667,4.3,,,Anos Finais
2111052,211105,São João do Paraíso,MA,2023,Municipal,233.97,235.46,4.4905,4.3,,,Anos Finais
2111300,211130,São Luís,MA,2023,Municipal,232.91,244.07,4.616333,4.3,,,Anos Finais
2111607,211160,São Raimundo das Mangabeiras,MA,2023,Municipal,247.27,245.25,4.875333,4.3,,,Anos Finais
2113009,211300,Vitorino Freire,MA,2023,Municipal,234.7,247.08,4.696333,4.3,,,Anos Finais
2200509,220050,Amarante,PI,2023,Municipal,227.09,239.07,4436,4.3,,,Anos Finais
2201002,220100,Arraial,PI,2023,Municipal,247.05,237.55,4.743333,4.3,,,Anos Finais
2201051,220105,Assunção do Piauí,PI,2023,Municipal,245.0,237.31,4.705167,4.3,,,Anos Finais
2201176,220117,Barra D'Alcântara,PI,2023,Municipal,234.84,238.46,4555,4.3,,,Anos Finais
2202075,220207,Cajazeiras do Piauí,PI,2023,Municipal,231.13,228.02,4.319167,4.3,,,Anos Finais
2202109,220210,Campinas do Piauí,PI,2023,Municipal,247.45,241.41,4.814333,4.3,,,Anos Finais
2202752,220275,Colônia do Gurguéia,PI,2023,Municipal,246.78,246.25,4.883833,4.3,,,Anos Finais
2203008,220300,Cristalândia do Piauí,PI,2023,Municipal,232.65,238.23,4.514667,4.3,,,Anos Finais
2203255,220325,Curralinhos,PI,2023,Municipal,236.88,224.13,4.350167,4.3,,,Anos Finais
2205599,220559,Lagoa do Sítio,PI,2023,Municipal,233.19,228.95,4369,4.3,,,Anos Finais
2205706,220570,Luís Correia,PI,2023,Municipal,241.01,248.77,4.829667,4.3,,,Anos Finais
2209203,220920,Santa Filomena,PI,2023,Municipal,236.84,236.19,4.5505,4.3,,,Anos Finais
2210607,221060,São Raimundo Nonato,PI,2023,Municipal,231.61,235.44,4.450833,4.3,,,Anos Finais
2211209,221120,Uruçuí,PI,2023,Municipal,236.48,230.9,4.456333,4.3,,,Anos Finais
2305266,230526,Ibaretama,CE,2023,Municipal,235.39,240.38,4.596167,4.3,,,Anos Finais
2400109,240010,Acari,RN,2023,Municipal,225.64,240.81,4.440833,4.3,,,Anos Finais
