codmun,nomemun,estado_abrev,tx_mort_evit_aj_oms,posição estadual
310500,Baldim,MG,"95,13314",
312690,Frei Inocêncio,MG,"95,14505",
292740,Salvador,BA,"95,16201",
320390,Nova Venécia,ES,"95,17526",36
350130,Álvares Machado,SP,"95,20242",259
241280,São Rafael,RN,"95,20432",
320405,Pedro Canário,ES,"95,21273",37
260970,Orobó,PE,"95,25239",
355220,Sorocaba,SP,"95,26692",260
231270,Senador Pompeu,CE,"95,29398",
231060,Penaforte,CE,"95,30929",
314610,Ouro Preto,MG,"95,31893",
260805,Jatobá,PE,"95,32103",
411180,Jacarezinho,PR,"95,33126",
220277,Colônia do Piauí,PI,"95,35265",
280067,Boquim,SE,"95,36003",
150293,Dom Eliseu,PA,"95,36559",
352044,Ilha Solteira,SP,"95,36792",261
312710,Frutal,MG,"95,37657",
110011,Jaru,RO,"95,37797",
270915,Teotônio Vilela,AL,"95,39414",
241210,São João do Sabugi,RN,"95,43390",
315730,Santa Bárbara do Tugúrio,MG,"95,45306",
314370,Morro do Pilar,MG,"95,46605",
351240,Cordeirópolis,SP,"95,47168",262
510335,Confresa,MT,"95,47631",
240200,Caicó,RN,"95,48253",
510795,Tangará da Serra,MT,"95,48713",
351990,Iepê,SP,"95,52067",263
354770,Santo Anastácio,SP,"95,54689",264
315870,Santana do Garambéu,MG,"95,55617",
310810,Bonfim,MG,"95,60136",
430620,Cruzeiro do Sul,RS,"95,62186",
421330,Ponte Alta,SC,"95,64286",
521570,Palmeiras de Goiás,GO,"95,66420",
354990,São José dos Campos,SP,"95,68825",265
314970,Perdigão,MG,"95,70965",
420480,Curitibanos,SC,"95,73295",
410660,Cruzeiro do Oeste,PR,"95,73965",
411620,Morretes,PR,"95,75387",
320240,Guarapari,ES,"95,76276",38
431690,Santa Maria,RS,"95,81630",
510704,Primavera do Leste,MT,"95,81729",
316880,Tiradentes,MG,"95,82427",
316200,São Gonçalo do Sapucaí,MG,"95,85585",
231070,Pentecoste,CE,"95,86849",
320220,Fundão,ES,"95,87331",39
292020,Malhada,BA,"95,88177",
410640,Cornélio Procópio,PR,"95,90695",
520005,Abadia de Goiás,GO,"95,91516",
412780,Tomazina,PR,"95,92731",
211020,Santa Rita,MA,"95,94374",
350070,Agudos,SP,"95,95081",266
420519,Ermo,SC,"95,95396",
431470,Planalto,RS,"95,96290",
351610,Florínia,SP,"96,01633",267
521770,Pontalina,GO,"96,03804",
261500,Taquaritinga do Norte,PE,"96,05686",
353930,Pirassununga,SP,"96,09240",268
250730,Jacaraú,PB,"96,10021",
421650,São Joaquim,SC,"96,10994",
412080,Quatro Barras,PR,"96,12778",
261190,Rio Formoso,PE,"96,13809",
313430,Itumirim,MG,"96,14552",
410710,Diamante do Norte,PR,"96,15972",
420545,Forquilhinha,SC,"96,17700",
352490,Jambeiro,SP,"96,21852",269
311370,Carlos Chagas,MG,"96,25114",
520025,Águas Lindas de Goiás,GO,"96,26494",
431413,Paulo Bento,RS,"96,30435",
251610,Soledade,PB,"96,30466",
412380,Santa Izabel do Oeste,PR,"96,30886",
171886,Santa Fé do Araguaia,TO,"96,31877",
420800,Itá,SC,"96,36301",
421770,Sombrio,SC,"96,36627",
171610,Paraíso do Tocantins,TO,"96,36764",
354780,Santo André,SP,"96,36867",270
240720,Macau,RN,"96,37792",
293330,Vitória da Conquista,BA,"96,40431",
290570,Camaçari,BA,"96,49581",
430640,Dois Irmãos,RS,"96,50254",
313390,Itaverava,MG,"96,50978",
410425,Campo Magro,PR,"96,59456",
421120,Morro da Fumaça,SC,"96,60852",
251320,Santa Cruz,PB,"96,61177",
353010,Mirandópolis,SP,"96,61221",271
170100,Ananás,TO,"96,61839",
120032,Jordão,AC,"96,61844",
320400,Pancas,ES,"96,61965",40
521870,Rianápolis,GO,"96,64649",
510805,Terra Nova do Norte,MT,"96,66237",
210235,Buritirana,MA,"96,67200",
432195,Trindade do Sul,RS,"96,68110",
351620,Franca,SP,"96,68651",272
172085,Sucupira,TO,"96,70732",
350790,Brotas,SP,"96,73384",273
230030,Acopiara,CE,"96,73458",
500100,Aparecida do Taboado,MS,"96,73645",
210420,Fortuna,MA,"96,74689",
432170,Três Coroas,RS,"96,75044",
210547,Jenipapo dos Vieiras,MA,"96,76231",
320016,Água Doce do Norte,ES,"96,76404",41
500769,São Gabriel do Oeste,MS,"96,80561",
420750,Indaial,SC,"96,80849",
270590,Olho d'Água Grande,AL,"96,81324",
150215,Canaã dos Carajás,PA,"96,83309",
412690,Tapira,PR,"96,85732",
410630,Corbélia,PR,"96,87103",
171500,Nova Rosalândia,TO,"96,89153",
411750,Paiçandu,PR,"96,90509",
317065,Vargem Grande do Rio Pardo,MG,"96,90531",
510170,Barra do Bugres,MT,"96,91173",
353490,Pacaembu,SP,"96,92519",274
317120,Vespasiano,MG,"96,95849",
410865,Goioxim,PR,"96,96945",
313370,Itatiaiuçu,MG,"97,00180",
431415,Paverama,RS,"97,01006",
230440,Fortaleza,CE,"97,01694",
291760,Jaguaquara,BA,"97,01905",
292410,Pedrão,BA,"97,06530",
421140,Nova Erechim,SC,"97,06745",
430590,Coronel Bicaco,RS,"97,07661",
310350,Araguari,MG,"97,09617",
240320,Doutor Severiano,RN,"97,09649",
521525,Novo Planalto,GO,"97,10467",
230070,Alto Santo,CE,"97,10508",
355240,Sumaré,SP,"97,11743",275
315510,Rio do Prado,MG,"97,12125",
250060,Alhandra,PB,"97,14532",
230530,Ibiapina,CE,"97,16249",
231410,Viçosa do Ceará,CE,"97,17669",
314140,Medina,MG,"97,18049",
521300,Maurilândia,GO,"97,18833",
320500,Serra,ES,"97,19279",42
291590,Itanagra,BA,"97,19805",
410165,Arapuã,PR,"97,21112",
292430,Piatã,BA,"97,21124",
520870,Goiânia,GO,"97,21872",
260470,Correntes,PE,"97,26971",
231320,Tamboril,CE,"97,27794",
420330,Campo Alegre,SC,"97,28713",
320470,São Gabriel da Palha,ES,"97,31384",43
316210,São Gotardo,MG,"97,31966",
150277,Curionópolis,PA,"97,32162",
510410,Guarantã do Norte,MT,"97,32592",
412150,Rebouças,PR,"97,33461",
510637,Pedra Preta,MT,"97,34241",
410410,Campo do Tenente,PR,"97,34416",
230535,Icapuí,CE,"97,36957",
293290,Valença,BA,"97,39172",
421310,Piratuba,SC,"97,39291",
354930,São João do Pau d'Alho,SP,"97,40212",276
355160,Serra Negra,SP,"97,42264",277
210860,Pinheiro,MA,"97,46361",
211290,Vitória do Mearim,MA,"97,46921",
316890,Tiros,MG,"97,47852",
330110,Cantagalo,RJ,"97,52825",13
522050,Serranópolis,GO,"97,53232",
421620,São Francisco do Sul,SC,"97,53434",
311710,Conceição da Aparecida,MG,"97,53878",
130050,Barreirinha,AM,"97,54998",
251680,Triunfo,PB,"97,55510",
317140,Vieiras,MG,"97,55594",
290170,Antônio Cardoso,BA,"97,57155",
412020,Porto Rico,PR,"97,57628",
355260,Tabapuã,SP,"97,57835",278
240770,Montanhas,RN,"97,58916",
314570,Oliveira Fortes,MG,"97,60511",
170200,Araguaçu,TO,"97,60876",
420690,Ibirama,SC,"97,62821",
311000,Caeté,MG,"97,64437",
280550,Poço Verde,SE,"97,64967",
314870,Pedra Azul,MG,"97,65748",
510700,Poxoréo,MT,"97,66718",
270300,Ibateguara,AL,"97,67809",
320280,Itapemirim,ES,"97,69579",44
421870,Tubarão,SC,"97,70322",
431880,São Lourenço do Sul,RS,"97,72766",
352910,Marinópolis,SP,"97,76248",279
291690,Itiruçu,BA,"97,76568",
291430,Iramaia,BA,"97,77021",
353720,Pedro de Toledo,SP,"97,79713",280
510279,Carlinda,MT,"97,80695",
355340,Tanabi,SP,"97,81339",281
291915,Lapão,BA,"97,81415",
310400,Araxá,MG,"97,82399",
521200,Jaupaci,GO,"97,84729",
220177,Boa Hora,PI,"97,84742",
291290,Ibirataia,BA,"97,86214",
352070,Indiaporã,SP,"97,88894",282
110032,São Miguel do Guaporé,RO,"97,90068",
293050,Serrinha,BA,"97,90279",
130150,Envira,AM,"97,91257",
520485,Campo Limpo de Goiás,GO,"97,92396",
314220,Miraí,MG,"97,94998",
311130,Campo do Meio,MG,"97,95574",
230990,Pacujá,CE,"97,96905",
240870,Paraú,RN,"97,98701",
250350,Cacimba de Dentro,PB,"97,99609",
230450,Frecheirinha,CE,"98,00645",
421280,Balneário Piçarras,SC,"98,00711",
261640,Vitória de Santo Antão,PE,"98,00822",
312430,Espinosa,MG,"98,03086",
230800,Massapê,CE,"98,06493",
150830,Viseu,PA,"98,06720",
353130,Monte Alto,SP,"98,06814",283
353430,Orlândia,SP,"98,08520",284
320020,Alegre,ES,"98,09703",45
290700,Cardeal da Silva,BA,"98,10009",
500325,Costa Rica,MS,"98,10284",
260515,Dormentes,PE,"98,11949",
311790,Congonhal,MG,"98,14579",
280540,Poço Redondo,SE,"98,17562",
230370,Caucaia,CE,"98,22021",
411325,Laranjal,PR,"98,22809",
351540,Fartura,SP,"98,23140",285
352410,Ituverava,SP,"98,25869",286
354230,Redenção da Serra,SP,"98,26233",287
421567,Santa Terezinha,SC,"98,27480",
170210,Araguaína,TO,"98,28355",
290730,Castro Alves,BA,"98,29247",
430240,Bom Retiro do Sul,RS,"98,30424",
351907,Hortolândia,SP,"98,32634",288
350280,Araçatuba,SP,"98,34484",289
171900,Santa Tereza do Tocantins,TO,"98,35649",
290515,Caetanos,BA,"98,35751",
316300,São José da Safira,MG,"98,39073",
110015,Ouro Preto do Oeste,RO,"98,39240",
412010,Porto Amazonas,PR,"98,44589",
355250,Suzano,SP,"98,46107",290
500568,Mundo Novo,MS,"98,48516",
410070,Alto Piquiri,PR,"98,50951",
431213,Mato Castelhano,RS,"98,51096",
313670,Juiz de Fora,MG,"98,51794",
230230,Bela Cruz,CE,"98,53728",
211260,Urbano Santos,MA,"98,53902",
291005,Dias d'Ávila,BA,"98,56115",
280620,Salgado,SE,"98,57035",
420990,Lontras,SC,"98,57515",
352100,Iperó,SP,"98,60138",291
355400,Tatuí,SP,"98,60496",292
431449,Pinheirinho do Vale,RS,"98,60676",
150618,Rondon do Pará,PA,"98,60873",
351660,Gália,SP,"98,60877",293
310800,Bom Sucesso,MG,"98,61951",
210270,Cantanhede,MA,"98,62921",
270930,União dos Palmares,AL,"98,62960",
352480,Jales,SP,"98,62982",294
230640,Itapipoca,CE,"98,63060",
313410,Itueta,MG,"98,65956",
411100,Itambaracá,PR,"98,66674",
231340,Tianguá,CE,"98,67652",
210190,Bequimão,MA,"98,67690",
410390,Campina da Lagoa,PR,"98,69009",
420040,Água Doce,SC,"98,69074",
521860,Rialma,GO,"98,69123",
354150,Presidente Venceslau,SP,"98,76444",295
430390,Campo Bom,RS,"98,78494",
430150,Augusto Pestana,RS,"98,78787",
292700,Rio Real,BA,"98,79469",
316410,São Pedro do Suaçuí,MG,"98,84693",
521380,Morrinhos,GO,"98,85509",
352260,Itapira,SP,"98,87947",296
210170,Barreirinhas,MA,"98,87996",
521190,Jataí,GO,"98,89271",
355370,Taquaritinga,SP,"98,90328",297
410780,Floraí,PR,"98,93176",
317010,Uberaba,MG,"98,94468",
521260,Mairipotaba,GO,"98,96324",
171880,Sampaio,TO,"99,00619",
411040,Indianópolis,PR,"99,01267",
431843,São João do Polêsine,RS,"99,02262",
270180,Carneiros,AL,"99,05152",
313190,Itabirito,MG,"99,06736",
240470,Ipanguaçu,RN,"99,06821",
522100,Taquaral de Goiás,GO,"99,10655",
510523,Lambari D'Oeste,MT,"99,11068",
290490,Cachoeira,BA,"99,11312",
221030,São Julião,PI,"99,11720",
292090,Mascote,BA,"99,11847",
260825,Jucati,PE,"99,13140",
313862,Limeira do Oeste,MG,"99,15906",
150290,Curuçá,PA,"99,16466",
270150,Campo Grande,AL,"99,16885",
432300,Viamão,RS,"99,17851",
430463,Capão da Canoa,RS,"99,23063",
316910,Toledo,MG,"99,26044",
171820,Porto Nacional,TO,"99,26206",
412360,Santa Inês,PR,"99,28615",
520030,Alexânia,GO,"99,30181",
280350,Lagarto,SE,"99,30648",
290630,Canavieiras,BA,"99,31503",
420720,Imaruí,SC,"99,32549",
521100,Itapirapuã,GO,"99,33455",
210203,Bom Jesus das Selvas,MA,"99,33815",
421190,Palhoça,SC,"99,34619",
130070,Boca do Acre,AM,"99,34939",
421930,Videira,SC,"99,35651",
411890,Pérola,PR,"99,37581",
270880,São Sebastião,AL,"99,43082",
261310,São Caitano,PE,"99,43262",
315053,Pingo-d'Água,MG,"99,44797",
241050,Rafael Fernandes,RN,"99,48271",
230170,Aurora,CE,"99,48646",
430280,Caçapava do Sul,RS,"99,49023",
221050,São Pedro do Piauí,PI,"99,49090",
292800,Santaluz,BA,"99,51116",
250470,Congo,PB,"99,54673",
150230,Capitão Poço,PA,"99,54831",
292600,Remanso,BA,"99,56523",
520180,Aragoiânia,GO,"99,57561",
521880,Rio Verde,GO,"99,61316",
251280,Riacho dos Cavalos,PB,"99,62471",
420370,Canelinha,SC,"99,66859",
230190,Barbalha,CE,"99,68176",
230428,Eusébio,CE,"99,68250",
220735,Pajeú do Piauí,PI,"99,72298",
520340,Bom Jardim de Goiás,GO,"99,74370",
350450,Avaré,SP,"99,74929",298
150803,Tracuateua,PA,"99,75530",
150506,Novo Repartimento,PA,"99,75766",
290687,Capim Grosso,BA,"99,75863",
316130,São Francisco de Sales,MG,"99,79607",
320455,Santa Maria de Jetibá,ES,"99,80246",46
420710,Ilhota,SC,"99,80947",
260130,Barra de Guabiraba,PE,"99,85494",
310410,Arceburgo,MG,"99,86920",
311250,Capim Branco,MG,"99,87232",
411510,Mariluz,PR,"99,88796",
240820,Nísia Floresta,RN,"99,89368",
130240,Lábrea,AM,"99,93940",
420180,Atalanta,SC,"99,94137",
315700,Salinas,MG,"99,94847",
355210,Socorro,SP,"99,96545",299
310430,Areado,MG,"99,97065",
311050,Camanducaia,MG,"99,98681",
230523,Horizonte,CE,"100,00572",
292760,Santa Brígida,BA,"100,02856",
350030,Aguaí,SP,"100,03687",300
210945,Raposa,MA,"100,04030",
293200,Uauá,BA,"100,04624",
411070,Irati,PR,"100,06010",
171845,Pugmil,TO,"100,06149",
430705,Ernestina,RS,"100,06208",
351905,Holambra,SP,"100,06209",301
211120,São José de Ribamar,MA,"100,11916",
292335,Ourolândia,BA,"100,14837",
310760,Bom Jesus da Penha,MG,"100,18744",
230600,Iracema,CE,"100,20810",
230280,Canindé,CE,"100,22459",
430087,Araricá,RS,"100,23267",
420850,Ituporanga,SC,"100,24323",
432143,Terra de Areia,RS,"100,27219",
431480,Portão,RS,"100,27357",
354260,Registro,SP,"100,27389",302
150570,Ponta de Pedras,PA,"100,28421",
520790,Flores de Goiás,GO,"100,30052",
350530,Barra Bonita,SP,"100,31091",303
150470,Moju,PA,"100,32112",
170220,Araguatins,TO,"100,33326",
240420,Goianinha,RN,"100,35088",
110045,Buritis,RO,"100,35527",
150580,Portel,PA,"100,38661",
320320,Linhares,ES,"100,40428",47
110033,Nova Mamoré,RO,"100,41567",
430750,Espumoso,RS,"100,42542",
230570,Ipaumirim,CE,"100,46016",
420395,Capivari de Baixo,SC,"100,49618",
150210,Cametá,PA,"100,52477",
352130,Ipuã,SP,"100,52725",304
521800,Porangatu,GO,"100,53222",
290530,Cafarnaum,BA,"100,54984",
412855,Vera Cruz do Oeste,PR,"100,57710",
211172,Satubinha,MA,"100,58261",
430543,Chuí,RS,"100,58997",
351520,Estrela d'Oeste,SP,"100,59522",305
350925,Cajati,SP,"100,60792",306
411310,Kaloré,PR,"100,61458",
231126,Quiterianópolis,CE,"100,62098",
291140,Glória,BA,"100,62340",
310670,Betim,MG,"100,63147",
210770,Paraibano,MA,"100,63491",
353710,Pedreira,SP,"100,64716",307
280720,Siriri,SE,"100,64776",
130160,Fonte Boa,AM,"100,64805",
130300,Nhamundá,AM,"100,65406",
170320,Bernardo Sayão,TO,"100,66645",
313400,Itinga,MG,"100,67289",
210330,Codó,MA,"100,71286",
316070,Santos Dumont,MG,"100,78095",
355650,Várzea Paulista,SP,"100,80666",308
171320,Miracema do Tocantins,TO,"100,83527",
314930,Pedro Leopoldo,MG,"100,84343",
355480,Tremembé,SP,"100,85273",309
210150,Barão de Grajaú,MA,"100,86114",
520330,Bela Vista de Goiás,GO,"100,87073",
352330,Itariri,SP,"100,89863",310
313840,Leopoldina,MG,"100,91509",
410180,Araucária,PR,"100,93580",
260710,Ingazeira,PE,"100,94873",
220290,Corrente,PI,"100,99337",
171875,Rio Sono,TO,"101,01985",
312980,Ibirité,MG,"101,04703",
220025,Alagoinha do Piauí,PI,"101,06353",
251500,São Miguel de Taipu,PB,"101,10247",
420460,Criciúma,SC,"101,10254",
220380,Flores do Piauí,PI,"101,10308",
430260,Braga,RS,"101,11333",
317190,Virgolândia,MG,"101,14474",
210710,Morros,MA,"101,14680",
500348,Dois Irmãos do Buriti,MS,"101,16165",
520013,Acreúna,GO,"101,16211",
240260,Ceará-Mirim,RN,"101,16391",
410895,Guamiranga,PR,"101,16519",
431200,Mariano Moro,RS,"101,17647",
312420,Espera Feliz,MG,"101,18379",
510263,Campo Novo do Parecis,MT,"101,19114",
261110,Petrolina,PE,"101,21695",
250077,Aparecida,PB,"101,22086",
230020,Acaraú,CE,"101,22541",
355660,Vera Cruz,SP,"101,24255",311
432135,Tavares,RS,"101,25916",
350320,Araraquara,SP,"101,26879",312
316550,Sardoá,MG,"101,28952",
210232,Buriticupu,MA,"101,29813",
230420,Crato,CE,"101,30494",
411480,Marialva,PR,"101,31573",
230300,Caridade,CE,"101,33094",
420455,Correia Pinto,SC,"101,33749",
355700,Votorantim,SP,"101,36401",313
351360,Cunha,SP,"101,39511",314
354070,Porto Ferreira,SP,"101,39894",315
312825,Guaraciama,MG,"101,43143",
251220,Prata,PB,"101,45550",
250640,Gurinhém,PB,"101,47166",
150548,Pacajá,PA,"101,47324",
250600,Esperança,PB,"101,51902",
221063,Sebastião Leal,PI,"101,52345",
251510,São Sebastião de Lagoa de Roça,PB,"101,53984",
231380,Uruburetama,CE,"101,58153",
291190,Iaçu,BA,"101,59763",
230590,Ipueiras,CE,"101,62112",
150320,Igarapé-Açu,PA,"101,63471",
291580,Itambé,BA,"101,64698",
292265,Nordestina,BA,"101,66327",
520580,Corumbá de Goiás,GO,"101,67488",
150630,Salvaterra,PA,"101,67616",
431730,Santa Vitória do Palmar,RS,"101,70261",
352730,Louveira,SP,"101,71292",316
314830,Paula Cândido,MG,"101,73983",
330570,Sumidouro,RJ,"101,76933",14
312940,Ibertioga,MG,"101,78111",
410442,Candói,PR,"101,78665",
210720,Nina Rodrigues,MA,"101,79008",
421470,Rio dos Cedros,SC,"101,80053",
420550,Fraiburgo,SC,"101,82448",
220777,Patos do Piauí,PI,"101,82905",
210455,Governador Edison Lobão,MA,"101,84421",
522108,Teresina de Goiás,GO,"101,85737",
320440,Rio Novo do Sul,ES,"101,90366",48
354140,Presidente Prudente,SP,"101,91389",317
316020,Santo Antônio do Itambé,MG,"101,92277",
220695,Novo Santo Antônio,PI,"101,94203",
510510,Juara,MT,"101,94527",
500720,Rio Brilhante,MS,"101,95548",
354330,Ribeirão Pires,SP,"101,96725",318
510480,Jaciara,MT,"101,97056",
352230,Itapetininga,SP,"102,00824",319
352810,Macaubal,SP,"102,01018",320
251480,São José dos Cordeiros,PB,"102,01506",
350890,Caiabu,SP,"102,02776",321
110012,Ji-Paraná,RO,"102,03116",
412590,São Pedro do Paraná,PR,"102,03953",
261070,Paulista,PE,"102,04436",
110009,Espigão D'Oeste,RO,"102,08859",
130080,Borba,AM,"102,10901",
522015,São Luíz do Norte,GO,"102,12543",
350250,Aparecida,SP,"102,15277",322
270080,Belém,AL,"102,15998",
150130,Barcarena,PA,"102,17003",
521730,Pirenópolis,GO,"102,17274",
353460,Osvaldo Cruz,SP,"102,17468",323
240130,Augusto Severo,RN,"102,17902",
291850,Jussara,BA,"102,21041",
241105,Tibau,RN,"102,25785",
410302,Boa Esperança do Iguaçu,PR,"102,27902",
260570,Floresta,PE,"102,29024",
320245,Ibatiba,ES,"102,29069",49
313680,Juramento,MG,"102,29900",
292303,Novo Horizonte,BA,"102,35297",
431550,Restinga Seca,RS,"102,37291",
310560,Barbacena,MG,"102,37344",
130110,Careiro,AM,"102,37693",
310190,Alpinópolis,MG,"102,38775",
430755,Estação,RS,"102,40063",
261620,Vertentes,PE,"102,40414",
351020,Capão Bonito,SP,"102,41467",324
412660,Siqueira Campos,PR,"102,42586",
355410,Taubaté,SP,"102,43287",325
411640,Nossa Senhora das Graças,PR,"102,43626",
292300,Nova Viçosa,BA,"102,44336",
170290,Axixá do Tocantins,TO,"102,45638",
291920,Lauro de Freitas,BA,"102,47416",
410360,Cambará,PR,"102,48654",
292250,Nazaré,BA,"102,50694",
311090,Campanha,MG,"102,50891",
311460,Carrancas,MG,"102,51023",
240230,Caraúbas,RN,"102,52631",
354800,Santo Antônio de Posse,SP,"102,53832",326
310540,Barão de Cocais,MG,"102,55495",
421060,Massaranduba,SC,"102,55887",
270100,Boca da Mata,AL,"102,58530",
260480,Cortês,PE,"102,58594",
171488,Nova Olinda,TO,"102,62191",
431475,Poço das Antas,RS,"102,63501",
230340,Carnaubal,CE,"102,65603",
352660,Lavrinhas,SP,"102,69509",327
330385,Paty do Alferes,RJ,"102,69744",15
260840,Jurema,PE,"102,79107",
251090,Paulista,PB,"102,79558",
431130,Lagoa Vermelha,RS,"102,81113",
355320,Taiúva,SP,"102,85855",328
160027,Laranjal do Jari,AP,"102,87228",
411940,Piraí do Sul,PR,"102,93700",
230540,Icó,CE,"102,99745",
310780,Bom Jesus do Galho,MG,"103,01928",
292320,Oliveira dos Brejinhos,BA,"103,01982",
290050,Érico Cardoso,BA,"103,04607",
314225,Miravânia,MG,"103,07003",
315170,Poço Fundo,MG,"103,08250",
220750,Palmeirais,PI,"103,10783",
314875,Pedra Bonita,MG,"103,11569",
421105,Monte Carlo,SC,"103,13165",
412470,São Jerônimo da Serra,PR,"103,14007",
312400,Ervália,MG,"103,15623",
431755,Santo Antônio do Palma,RS,"103,16140",
310990,Caetanópolis,MG,"103,16206",
270890,Satuba,AL,"103,17240",
521375,Montividiu,GO,"103,18225",
261520,Terra Nova,PE,"103,20424",
291640,Itapetinga,BA,"103,20773",
250790,Juripiranga,PB,"103,20788",
430600,Crissiumal,RS,"103,20870",
230760,Limoeiro do Norte,CE,"103,23012",
150440,Marapanim,PA,"103,27087",
521890,Rubiataba,GO,"103,31873",
280440,Neópolis,SE,"103,32235",
412650,Sertanópolis,PR,"103,33814",
150330,Igarapé-Miri,PA,"103,36559",
316400,São Pedro dos Ferros,MG,"103,37436",
510628,Novo São Joaquim,MT,"103,38755",
352550,Joanópolis,SP,"103,39800",329
350660,Biritiba-Mirim,SP,"103,40152",330
521645,Perolândia,GO,"103,42619",
250680,Ingá,PB,"103,42888",
313150,Ipuiúna,MG,"103,45310",
354470,Sagres,SP,"103,47160",331
354730,Santana de Parnaíba,SP,"103,49556",332
430535,Charqueadas,RS,"103,50465",
420020,Agrolândia,SC,"103,51504",
251270,Remígio,PB,"103,51873",
220760,Parnaguá,PI,"103,52466",
431845,São José das Missões,RS,"103,53385",
291835,João Dourado,BA,"103,54875",
230765,Maracanaú,CE,"103,56072",
291960,Macajuba,BA,"103,57970",
280760,Umbaúba,SE,"103,60853",
430957,Herveiras,RS,"103,61012",
310163,Alfredo Vasconcelos,MG,"103,65770",
320040,Anchieta,ES,"103,66360",50
260280,Buíque,PE,"103,66831",
260960,Olinda,PE,"103,66924",
412625,Sarandi,PR,"103,70477",
522180,Urutaí,GO,"103,72309",
420340,Campo Belo do Sul,SC,"103,72405",
410600,Congonhinhas,PR,"103,77711",
221070,Simões,PI,"103,79124",
354370,Rincão,SP,"103,79450",333
410260,Barracão,PR,"103,80540",
317170,Virgínia,MG,"103,83085",
290070,Alagoinhas,BA,"103,84967",
351680,Gastão Vidigal,SP,"103,85810",334
250750,João Pessoa,PB,"103,90378",
410250,Barbosa Ferraz,PR,"103,93557",
352600,Junqueirópolis,SP,"103,94530",335
290680,Cansanção,BA,"103,95998",
421360,Porto União,SC,"103,96602",
354425,Rosana,SP,"104,00578",336
240980,Pedro Velho,RN,"104,08690",
410190,Assaí,PR,"104,08944",
431446,Pinhal da Serra,RS,"104,11240",
431344,Novo Tiradentes,RS,"104,11329",
352430,Jaboticabal,SP,"104,12459",337
410712,Diamante do Sul,PR,"104,14130",
430185,Barra do Guarita,RS,"104,17115",
351280,Cosmópolis,SP,"104,19254",338
313800,Laranjal,MG,"104,21492",
353270,Nipoã,SP,"104,23683",339
312190,Divinésia,MG,"104,24195",
353640,Paulicéia,SP,"104,25508",340
317090,Varzelândia,MG,"104,26870",
292540,Potiraguá,BA,"104,27279",
522130,Três Ranchos,GO,"104,29118",
354090,Pradópolis,SP,"104,30539",341
412215,Rio Bonito do Iguaçu,PR,"104,30639",
421170,Orleans,SC,"104,35699",
312380,Engenheiro Navarro,MG,"104,36479",
420205,Balneário Barra do Sul,SC,"104,36513",
220605,Massapê do Piauí,PI,"104,38733",
292440,Pilão Arcado,BA,"104,40303",
211130,São Luís,MA,"104,41434",
352460,Jacupiranga,SP,"104,42549",342
430580,Constantina,RS,"104,45312",
280750,Tomar do Geru,SE,"104,46774",
522185,Valparaíso de Goiás,GO,"104,47015",
316090,São Brás do Suaçuí,MG,"104,52642",
521150,Itumbiara,GO,"104,54725",
110148,São Felipe D'Oeste,RO,"104,55404",
521486,Nova Glória,GO,"104,56943",
315230,Porto Firme,MG,"104,64911",
315490,Rio Casca,MG,"104,67659",
150503,Novo Progresso,PA,"104,67785",
210800,Pastos Bons,MA,"104,68032",
130030,Autazes,AM,"104,68087",
352520,Jarinu,SP,"104,71976",343
353780,Piedade,SP,"104,78540",344
316380,São Miguel do Anta,MG,"104,79379",
353080,Moji Mirim,SP,"104,83644",345
220270,Cocal,PI,"104,83883",
355030,São Paulo,SP,"104,83933",346
240370,Felipe Guerra,RN,"104,84938",
290780,Cícero Dantas,BA,"104,86434",
250050,Alagoinha,PB,"104,89984",
280170,Cristinápolis,SE,"104,91262",
410765,Fazenda Rio Grande,PR,"104,91561",
171890,Santa Rosa do Tocantins,TO,"104,92254",
130353,Presidente Figueiredo,AM,"104,92839",
330340,Nova Friburgo,RJ,"104,92932",16
352930,Matão,SP,"104,93873",347
421830,Três Barras,SC,"104,94125",
432085,Tabaí,RS,"104,94160",
431380,Palmitinho,RS,"104,98498",
355380,Taquarituba,SP,"104,99978",348
231230,São Benedito,CE,"105,02841",
432254,Vale Real,RS,"105,06411",
431447,Pinhal Grande,RS,"105,07260",
280360,Laranjeiras,SE,"105,08943",
510020,Água Boa,MT,"105,10115",
292980,Saúde,BA,"105,11367",
230970,Pacatuba,CE,"105,13602",
230350,Cascavel,CE,"105,13622",
220830,Piracuruca,PI,"105,13840",
521690,Pilar de Goiás,GO,"105,13856",
280670,São Cristóvão,SE,"105,16092",
251740,Zabelê,PB,"105,20779",
430060,Alvorada,RS,"105,22554",
290760,Central,BA,"105,23743",
220840,Piripiri,PI,"105,26705",
522060,Silvânia,GO,"105,26966",
411375,Lunardelli,PR,"105,29816",
292205,Mulungu do Morro,BA,"105,30591",
150295,Eldorado dos Carajás,PA,"105,32423",
221100,Teresina,PI,"105,32491",
220900,Rio Grande do Piauí,PI,"105,33271",
250110,Areia,PB,"105,33673",
220559,Lagoa do Sítio,PI,"105,37226",
421895,Urupema,SC,"105,39927",
355500,Tupã,SP,"105,40314",349
210462,Governador Luiz Rocha,MA,"105,42329",
420985,Lindóia do Sul,SC,"105,43333",
412015,Porto Barreiro,PR,"105,43417",
412050,Primeiro de Maio,PR,"105,45129",
351040,Capivari,SP,"105,45237",350
410105,Anahy,PR,"105,47619",
240810,Natal,RN,"105,47744",
